Question_Index,Query,Method,Pearson,Spearman,Num_Items
6,who played charlie bucket in the original charlie and the chocolate factory,ContextCite32,0.8636956152618678,0.445130226322946,10
6,who played charlie bucket in the original charlie and the chocolate factory,WSS32,0.9281678076394777,0.5609860386535759,10
6,who played charlie bucket in the original charlie and the chocolate factory,ContextCite64,0.8631736615957666,0.19512557866211336,10
6,who played charlie bucket in the original charlie and the chocolate factory,WSS64,0.8882952368670314,0.6158651076522952,10
6,who played charlie bucket in the original charlie and the chocolate factory,ContextCite100,0.8968003504106992,0.4268372033233729,10
6,who played charlie bucket in the original charlie and the chocolate factory,WSS100,0.9324876040427295,0.6829395253173965,10
6,who played charlie bucket in the original charlie and the chocolate factory,TMC5,0.7151360071424728,0.7012325483169698,10
6,who played charlie bucket in the original charlie and the chocolate factory,BetaShap (U)5,0.8772521746860361,0.8414790579803637,10
6,who played charlie bucket in the original charlie and the chocolate factory,TMC10,0.8600353483023998,0.87806510397951,10
6,who played charlie bucket in the original charlie and the chocolate factory,BetaShap (U)10,0.6711310556014941,0.5731813873199579,10
6,who played charlie bucket in the original charlie and the chocolate factory,TMC20,0.9765513318737078,0.7622092916488802,10
6,who played charlie bucket in the original charlie and the chocolate factory,BetaShap (U)20,0.7004912378046029,0.6646465023178235,10
6,who played charlie bucket in the original charlie and the chocolate factory,LOO,0.9021254138390571,0.6319018404907977,10
7,what is 1 radian in terms of pi,ContextCite32,0.9716622345144498,0.8414790579803637,10
7,what is 1 radian in terms of pi,WSS32,0.9616511746370038,0.445130226322946,10
7,what is 1 radian in terms of pi,ContextCite64,0.9904885275788696,0.6829395253173965,10
7,what is 1 radian in terms of pi,WSS64,0.9777052705472993,0.5609860386535759,10
7,what is 1 radian in terms of pi,ContextCite100,0.9884777762780839,0.6790252825741327,10
7,what is 1 radian in terms of pi,WSS100,0.9845884652062353,0.6280604563186774,10
7,what is 1 radian in terms of pi,TMC5,0.9454467921527885,0.7561116173156891,10
7,what is 1 radian in terms of pi,BetaShap (U)5,0.9101313511054312,0.6585488279846325,10
7,what is 1 radian in terms of pi,TMC10,0.9047721000244623,0.7500139429824981,10
7,what is 1 radian in terms of pi,BetaShap (U)10,0.685862737424494,0.6402558049850593,10
7,what is 1 radian in terms of pi,TMC20,0.9583513551201497,0.6463534793182504,10
7,what is 1 radian in terms of pi,BetaShap (U)20,0.72947392890516,0.4329348776565639,10
7,what is 1 radian in terms of pi,LOO,0.864217156040599,0.5460122699386503,10
8,when does season 5 of bates motel come out,ContextCite32,0.9978991262046646,0.5487906899871938,10
8,when does season 5 of bates motel come out,WSS32,0.9978487766534208,0.7439162686493072,10
8,when does season 5 of bates motel come out,ContextCite64,0.9984785092069419,0.7012325483169698,10
8,when does season 5 of bates motel come out,WSS64,0.9990456312071967,0.7195255713165428,10
8,when does season 5 of bates motel come out,ContextCite100,0.9986393048915105,0.6419875398882711,10
8,when does season 5 of bates motel come out,WSS100,0.9990349827342978,0.8109906863144085,10
8,when does season 5 of bates motel come out,TMC5,0.996953131339936,0.8292837093139817,10
8,when does season 5 of bates motel come out,BetaShap (U)5,0.9938203794216195,0.8719674296463189,10
8,when does season 5 of bates motel come out,TMC10,0.9979218594630291,0.7987953376480265,10
8,when does season 5 of bates motel come out,BetaShap (U)10,0.9929272688343467,0.8841627783127011,10
8,when does season 5 of bates motel come out,TMC20,0.9991477426963877,0.7926976633148354,10
8,when does season 5 of bates motel come out,BetaShap (U)20,0.9953471675864891,0.9085534756454652,10
8,when does season 5 of bates motel come out,LOO,0.9949410700671613,0.17791411042944785,10
9,how many episodes are in series 7 game of thrones,ContextCite32,0.4913349312907617,0.3536651113250804,10
9,how many episodes are in series 7 game of thrones,WSS32,0.47521124999028325,0.31707906532593416,10
9,how many episodes are in series 7 game of thrones,ContextCite64,0.41311101816062473,0.2195162759948775,10
9,how many episodes are in series 7 game of thrones,WSS64,0.35697092003963543,0.2682976706604058,10
9,how many episodes are in series 7 game of thrones,ContextCite100,0.24891579167954148,0.030488371665955208,10
9,how many episodes are in series 7 game of thrones,WSS100,0.2869349221976299,-0.060976743331910416,10
9,how many episodes are in series 7 game of thrones,TMC5,0.25727114822231384,0.030488371665955208,10
9,how many episodes are in series 7 game of thrones,BetaShap (U)5,0.2825906347788534,0.04878139466552834,10
9,how many episodes are in series 7 game of thrones,TMC10,0.34748903685010796,0.5183023183212386,10
9,how many episodes are in series 7 game of thrones,BetaShap (U)10,0.4183557882407977,0.5304976669876206,10
9,how many episodes are in series 7 game of thrones,TMC20,0.48033469360556935,0.4756185979889012,10
9,how many episodes are in series 7 game of thrones,BetaShap (U)20,0.47199713728308934,0.3597627856582714,10
9,how many episodes are in series 7 game of thrones,LOO,0.7821097011977246,0.5705521472392638,10
10,who is next in line to be the monarch of england,ContextCite32,0.999215801660927,0.9146511499786562,10
10,who is next in line to be the monarch of england,WSS32,0.9972527906514819,0.6707441766510145,10
10,who is next in line to be the monarch of england,ContextCite64,0.999420044641797,0.7987953376480265,10
10,who is next in line to be the monarch of england,WSS64,0.9995936673291655,0.9695302189773756,10
10,who is next in line to be the monarch of england,ContextCite100,0.9990842827115956,0.6890371996505877,10
10,who is next in line to be the monarch of england,WSS100,0.999627713001107,0.9268464986450383,10
10,who is next in line to be the monarch of england,TMC5,0.9895935984923832,0.7987953376480265,10
10,who is next in line to be the monarch of england,BetaShap (U)5,0.9435277695102491,0.7012325483169698,10
10,who is next in line to be the monarch of england,TMC10,0.9897854958602105,0.7134278969833519,10
10,who is next in line to be the monarch of england,BetaShap (U)10,0.8894080097246363,0.6158651076522952,10
10,who is next in line to be the monarch of england,TMC20,0.9954555914852439,0.6158651076522952,10
10,who is next in line to be the monarch of england,BetaShap (U)20,0.9247757911326364,0.4329348776565639,10
10,who is next in line to be the monarch of england,LOO,0.9971454410195061,0.9631901840490799,10
11,who is in charge of enforcing the pendleton act of 1883,ContextCite32,0.47780629543446806,0.4146418546569908,10
11,who is in charge of enforcing the pendleton act of 1883,WSS32,0.5375313394299475,0.4268372033233729,10
11,who is in charge of enforcing the pendleton act of 1883,ContextCite64,0.4469981079837086,0.4756185979889012,10
11,who is in charge of enforcing the pendleton act of 1883,WSS64,0.6941096399546769,0.445130226322946,10
11,who is in charge of enforcing the pendleton act of 1883,ContextCite100,0.5440192617352235,0.7439162686493072,10
11,who is in charge of enforcing the pendleton act of 1883,WSS100,0.7969473347751032,0.8292837093139817,10
11,who is in charge of enforcing the pendleton act of 1883,TMC5,0.5198217101716215,0.597572084652722,10
11,who is in charge of enforcing the pendleton act of 1883,BetaShap (U)5,0.3966041146545576,0.4573255749893281,10
11,who is in charge of enforcing the pendleton act of 1883,TMC10,0.6766128816783994,0.8292837093139817,10
11,who is in charge of enforcing the pendleton act of 1883,BetaShap (U)10,0.4842221585282861,0.4695209236557102,10
11,who is in charge of enforcing the pendleton act of 1883,TMC20,0.8673934275304044,0.8109906863144085,10
11,who is in charge of enforcing the pendleton act of 1883,BetaShap (U)20,0.5475460323123246,0.5426930156540026,10
11,who is in charge of enforcing the pendleton act of 1883,LOO,0.4168759662889277,-0.28834355828220865,10
12,what is the name of latest version of android,ContextCite32,0.8016745656122253,0.8109906863144085,10
12,what is the name of latest version of android,WSS32,0.611584383783593,0.8475767323135548,10
12,what is the name of latest version of android,ContextCite64,0.7708851427864565,0.86850559019359,10
12,what is the name of latest version of android,WSS64,0.6681830877258039,0.8292837093139817,10
12,what is the name of latest version of android,ContextCite100,0.7667667396388109,0.8841627783127011,10
12,what is the name of latest version of android,WSS100,0.7688987523867434,0.8353813836471727,10
12,what is the name of latest version of android,TMC5,0.6330683210382184,0.45122790065613705,10
12,what is the name of latest version of android,BetaShap (U)5,0.5049830216289592,0.28659069365997897,10
12,what is the name of latest version of android,TMC10,0.7974213745420328,0.6585488279846325,10
12,what is the name of latest version of android,BetaShap (U)10,0.6902338600996956,0.5914744103195311,10
12,what is the name of latest version of android,TMC20,0.8862043370400967,0.8475767323135548,10
12,what is the name of latest version of android,BetaShap (U)20,0.83865514946619,0.7134278969833519,10
12,what is the name of latest version of android,LOO,0.30723475852611687,0.49693251533742344,10
13,why was there so much interest in cuba both before and after the civil war,ContextCite32,0.8818467927205536,0.9024558013122741,10
13,why was there so much interest in cuba both before and after the civil war,WSS32,0.8004202717910961,0.6280604563186774,10
13,why was there so much interest in cuba both before and after the civil war,ContextCite64,0.8952713042588898,0.8109906863144085,10
13,why was there so much interest in cuba both before and after the civil war,WSS64,0.856191884474996,0.6463534793182504,10
13,why was there so much interest in cuba both before and after the civil war,ContextCite100,0.8948829084345209,0.8109906863144085,10
13,why was there so much interest in cuba both before and after the civil war,WSS100,0.9892365783352641,0.9695302189773756,10
13,why was there so much interest in cuba both before and after the civil war,TMC5,0.6480586979049714,0.597572084652722,10
13,why was there so much interest in cuba both before and after the civil war,BetaShap (U)5,0.7116188473365872,0.7683069659820714,10
13,why was there so much interest in cuba both before and after the civil war,TMC10,0.8417425166601187,0.7073302226501608,10
13,why was there so much interest in cuba both before and after the civil war,BetaShap (U)10,0.5353975264040707,0.3841534829910357,10
13,why was there so much interest in cuba both before and after the civil war,TMC20,0.9481248831635806,0.8231860349807907,10
13,why was there so much interest in cuba both before and after the civil war,BetaShap (U)20,0.5782216455342446,0.4878139466552833,10
13,why was there so much interest in cuba both before and after the civil war,LOO,0.7124847640334369,0.7300613496932516,10
14,when did veterans day start being called veterans day,ContextCite32,0.9919329596606045,0.8109906863144085,10
14,when did veterans day start being called veterans day,WSS32,0.9757993915541503,0.8414790579803637,10
14,when did veterans day start being called veterans day,ContextCite64,0.9912527218582599,0.8109906863144085,10
14,when did veterans day start being called veterans day,WSS64,0.9939444232643342,0.9939209163101398,10
14,when did veterans day start being called veterans day,ContextCite100,0.9934279958394585,0.8963581269790831,10
14,when did veterans day start being called veterans day,WSS100,0.9977787001564835,0.8231860349807907,10
14,when did veterans day start being called veterans day,TMC5,0.9785427281231843,0.5243999926544296,10
14,when did veterans day start being called veterans day,BetaShap (U)5,0.9654287205548902,0.40854418032379974,10
14,when did veterans day start being called veterans day,TMC10,0.992360865692391,0.5914744103195311,10
14,when did veterans day start being called veterans day,BetaShap (U)10,0.8868375486516477,0.42073952899018185,10
14,when did veterans day start being called veterans day,TMC20,0.995914140147397,0.7256232456497339,10
14,when did veterans day start being called veterans day,BetaShap (U)20,0.8827420579124938,0.5183023183212386,10
14,when did veterans day start being called veterans day,LOO,0.9753478534925262,0.6809815950920245,10
15,when did big air snowboarding become an olympic sport,ContextCite32,0.9306895544345315,0.8148303390889594,10
15,when did big air snowboarding become an olympic sport,WSS32,0.9837586509188521,0.9085534756454652,10
15,when did big air snowboarding become an olympic sport,ContextCite64,0.9724814925886842,0.7987953376480265,10
15,when did big air snowboarding become an olympic sport,WSS64,0.9671014315058435,0.9024558013122741,10
15,when did big air snowboarding become an olympic sport,ContextCite100,0.971731386314123,0.6055074185152495,10
15,when did big air snowboarding become an olympic sport,WSS100,0.9890339802464572,0.8841627783127011,10
15,when did big air snowboarding become an olympic sport,TMC5,0.9323677866263876,0.8109906863144085,10
15,when did big air snowboarding become an olympic sport,BetaShap (U)5,0.9549485549973532,0.8292837093139817,10
15,when did big air snowboarding become an olympic sport,TMC10,0.9215141529368923,0.8963581269790831,10
15,when did big air snowboarding become an olympic sport,BetaShap (U)10,0.8227336571141067,0.8475767323135548,10
15,when did big air snowboarding become an olympic sport,TMC20,0.9404938273874721,0.890260452645892,10
15,when did big air snowboarding become an olympic sport,BetaShap (U)20,0.7271268805253113,0.7012325483169698,10
15,when did big air snowboarding become an olympic sport,LOO,0.9105791845165726,0.656441717791411,10
16,who played in the most world series games,ContextCite32,0.9970729604595506,0.3597627856582714,10
16,who played in the most world series games,WSS32,0.9991468348266104,0.737818594316116,10
16,who played in the most world series games,ContextCite64,0.9992081119181281,0.8353813836471727,10
16,who played in the most world series games,WSS64,0.9994967819741278,0.5670837129867669,10
16,who played in the most world series games,ContextCite100,0.9998147813843989,0.9817255676437577,10
16,who played in the most world series games,WSS100,0.999644075110512,0.8292837093139817,10
16,who played in the most world series games,TMC5,0.9863868140043561,0.7622092916488802,10
16,who played in the most world series games,BetaShap (U)5,0.9416638501626644,0.8719674296463189,10
16,who played in the most world series games,TMC10,0.9922267695969834,0.7987953376480265,10
16,who played in the most world series games,BetaShap (U)10,0.9215377701943549,0.8231860349807907,10
16,who played in the most world series games,TMC20,0.9961836806076887,0.9390418473114204,10
16,who played in the most world series games,BetaShap (U)20,0.9312885099266055,0.7622092916488802,10
16,who played in the most world series games,LOO,0.9960770266910438,0.6073619631901841,10
17,who sings i can't stop this feeling anymore,ContextCite32,0.9960256060739566,0.7584133322817265,10
17,who sings i can't stop this feeling anymore,WSS32,0.996858435070057,0.7317209199829249,10
17,who sings i can't stop this feeling anymore,ContextCite64,0.9990110894807892,0.8271762533175799,10
17,who sings i can't stop this feeling anymore,WSS64,0.9992623105608573,0.87806510397951,10
17,who sings i can't stop this feeling anymore,ContextCite100,0.9990944658999823,0.7125415581517834,10
17,who sings i can't stop this feeling anymore,WSS100,0.9996709555805977,0.9390418473114204,10
17,who sings i can't stop this feeling anymore,TMC5,0.9966375772554232,0.7561116173156891,10
17,who sings i can't stop this feeling anymore,BetaShap (U)5,0.9509240367557286,0.6280604563186774,10
17,who sings i can't stop this feeling anymore,TMC10,0.9969624334596516,0.3902511573242267,10
17,who sings i can't stop this feeling anymore,BetaShap (U)10,0.9537864335560193,0.5183023183212386,10
17,who sings i can't stop this feeling anymore,TMC20,0.998250062770664,0.6280604563186774,10
17,who sings i can't stop this feeling anymore,BetaShap (U)20,0.9452972402800656,0.6158651076522952,10
17,who sings i can't stop this feeling anymore,LOO,0.9961750107892917,0.17791411042944785,10
18,who is the month of may named after,ContextCite32,0.9988978431423194,0.6707441766510145,10
18,who is the month of may named after,WSS32,0.9947265730483561,0.3841534829910357,10
18,who is the month of may named after,ContextCite64,0.9985999791747607,0.3902511573242267,10
18,who is the month of may named after,WSS64,0.9980414615419152,0.4268372033233729,10
18,who is the month of may named after,ContextCite100,0.999036721686754,0.6358145827739609,10
18,who is the month of may named after,WSS100,0.9985792756162883,0.46342324932251916,10
18,who is the month of may named after,TMC5,0.9979561793479667,0.37805580865784455,10
18,who is the month of may named after,BetaShap (U)5,0.9773453869181531,0.12805116099701186,10
18,who is the month of may named after,TMC10,0.998534255475715,0.2378092989944506,10
18,who is the month of may named after,BetaShap (U)10,0.972706064702514,0.14024650966339397,10
18,who is the month of may named after,TMC20,0.9992862137400409,0.33537208832550724,10
18,who is the month of may named after,BetaShap (U)20,0.9723339934376197,0.3963488316574177,10
18,who is the month of may named after,LOO,0.9953124855879004,-0.2147239263803681,10
19,who has the most petroleum in the world,ContextCite32,0.8007505122953069,0.28659069365997897,10
19,who has the most petroleum in the world,WSS32,0.9097298495320663,0.49391162098847435,10
19,who has the most petroleum in the world,ContextCite64,0.9486127865208551,0.49391162098847435,10
19,who has the most petroleum in the world,WSS64,0.9637917798674194,0.7439162686493072,10
19,who has the most petroleum in the world,ContextCite100,0.9786589170014246,0.7073302226501608,10
19,who has the most petroleum in the world,WSS100,0.9920245284536318,0.9451395216446115,10
19,who has the most petroleum in the world,TMC5,0.9106131961111712,0.6768418509842056,10
19,who has the most petroleum in the world,BetaShap (U)5,0.9351311059128299,0.6890371996505877,10
19,who has the most petroleum in the world,TMC10,0.8187847697276591,0.5548883643203848,10
19,who has the most petroleum in the world,BetaShap (U)10,0.6267629099056987,0.5304976669876206,10
19,who has the most petroleum in the world,TMC20,0.9280031313589091,0.5061069696548565,10
19,who has the most petroleum in the world,BetaShap (U)20,0.5487510372817754,0.5548883643203848,10
19,who has the most petroleum in the world,LOO,0.7843240050707452,0.6932515337423313,10
20,who is the sister of for king and country,ContextCite32,0.9522823053295145,0.6097674333191042,10
20,who is the sister of for king and country,WSS32,0.8941503024677607,0.29268836799317,10
20,who is the sister of for king and country,ContextCite64,0.9814814421064705,0.6158651076522952,10
20,who is the sister of for king and country,WSS64,0.977715789509107,0.3475674369918894,10
20,who is the sister of for king and country,ContextCite100,0.9932427798638488,0.8109906863144085,10
20,who is the sister of for king and country,WSS100,0.9957477737286622,0.6097674333191042,10
20,who is the sister of for king and country,TMC5,0.9667486043185461,0.6951348739837788,10
20,who is the sister of for king and country,BetaShap (U)5,0.9246890798545763,0.6158651076522952,10
20,who is the sister of for king and country,TMC10,0.9477502727201954,0.6402558049850593,10
20,who is the sister of for king and country,BetaShap (U)10,0.8777021871085938,0.5609860386535759,10
20,who is the sister of for king and country,TMC20,0.9634743247148185,0.7073302226501608,10
20,who is the sister of for king and country,BetaShap (U)20,0.9177958277198701,0.58537673598634,10
20,who is the sister of for king and country,LOO,0.9310863944227658,0.41104294478527614,10
21,who developed the first periodic table with 8 columns,ContextCite32,0.9367701160224894,0.28659069365997897,10
21,who developed the first periodic table with 8 columns,WSS32,0.9765792802888512,0.5122046439880474,10
21,who developed the first periodic table with 8 columns,ContextCite64,0.981375073272774,0.5304976669876206,10
21,who developed the first periodic table with 8 columns,WSS64,0.9889559012710123,0.5914744103195311,10
21,who developed the first periodic table with 8 columns,ContextCite100,0.9930121959339304,0.7439162686493072,10
21,who developed the first periodic table with 8 columns,WSS100,0.9943890326764593,0.5914744103195311,10
21,who developed the first periodic table with 8 columns,TMC5,0.9421576146091172,0.87806510397951,10
21,who developed the first periodic table with 8 columns,BetaShap (U)5,0.7296066813209376,0.9024558013122741,10
21,who developed the first periodic table with 8 columns,TMC10,0.8884231102009964,0.7439162686493072,10
21,who developed the first periodic table with 8 columns,BetaShap (U)10,0.6513785504029426,0.6890371996505877,10
21,who developed the first periodic table with 8 columns,TMC20,0.900374722635921,0.7012325483169698,10
21,who developed the first periodic table with 8 columns,BetaShap (U)20,0.5245191196075594,0.7500139429824981,10
21,who developed the first periodic table with 8 columns,LOO,0.9865906610666697,0.8773006134969326,10
22,who plays skyler on lab rats elite force,ContextCite32,0.787486165224723,0.7134278969833519,10
22,who plays skyler on lab rats elite force,WSS32,0.8483530065762649,0.7561116173156891,10
22,who plays skyler on lab rats elite force,ContextCite64,0.8538204144572907,0.8348662891649651,10
22,who plays skyler on lab rats elite force,WSS64,0.8148982835944671,0.7987953376480265,10
22,who plays skyler on lab rats elite force,ContextCite100,0.8396619204542971,0.7737039236583743,10
22,who plays skyler on lab rats elite force,WSS100,0.7942031637327815,0.5183023183212386,10
22,who plays skyler on lab rats elite force,TMC5,0.8657291238021868,0.7865999889816444,10
22,who plays skyler on lab rats elite force,BetaShap (U)5,0.8379424802626346,0.8475767323135548,10
22,who plays skyler on lab rats elite force,TMC10,0.835477815744605,0.9390418473114204,10
22,who plays skyler on lab rats elite force,BetaShap (U)10,0.7533059501893187,0.9085534756454652,10
22,who plays skyler on lab rats elite force,TMC20,0.9025134615526622,0.9451395216446115,10
22,who plays skyler on lab rats elite force,BetaShap (U)20,0.6958749267790919,0.6890371996505877,10
22,who plays skyler on lab rats elite force,LOO,0.6011994273164935,0.4355828220858896,10
23,when is season seven of game of thrones coming out,ContextCite32,0.7529854867874257,0.9146511499786562,10
23,when is season seven of game of thrones coming out,WSS32,0.4636135846132648,0.28049301932678794,10
23,when is season seven of game of thrones coming out,ContextCite64,0.7314821978696092,0.6524511536514414,10
23,when is season seven of game of thrones coming out,WSS64,0.5631606668820384,0.4329348776565639,10
23,when is season seven of game of thrones coming out,ContextCite100,0.5253114731466385,0.4878139466552833,10
23,when is season seven of game of thrones coming out,WSS100,0.7929588181945727,0.7622092916488802,10
23,when is season seven of game of thrones coming out,TMC5,0.2270555315366035,0.3719581343246536,10
23,when is season seven of game of thrones coming out,BetaShap (U)5,-0.5669583756433877,-0.09146511499786561,10
23,when is season seven of game of thrones coming out,TMC10,0.26185697105997857,0.28659069365997897,10
23,when is season seven of game of thrones coming out,BetaShap (U)10,0.004264604909880079,0.0060976743331910424,10
23,when is season seven of game of thrones coming out,TMC20,0.4449689241356839,0.2743953449935969,10
23,when is season seven of game of thrones coming out,BetaShap (U)20,0.14478238817087802,-0.3963488316574177,10
23,when is season seven of game of thrones coming out,LOO,0.35927233888532384,-0.006134969325153374,10
24,who went home on rupaul's drag race season 10 episode 4,ContextCite32,0.5049478339352105,0.58537673598634,10
24,who went home on rupaul's drag race season 10 episode 4,WSS32,0.6422472498552344,0.49391162098847435,10
24,who went home on rupaul's drag race season 10 episode 4,ContextCite64,0.5090103368106514,0.5670837129867669,10
24,who went home on rupaul's drag race season 10 episode 4,WSS64,0.6914630703753086,0.58537673598634,10
24,who went home on rupaul's drag race season 10 episode 4,ContextCite100,0.9179922999786994,0.8109906863144085,10
24,who went home on rupaul's drag race season 10 episode 4,WSS100,0.7638458889199079,0.7865999889816444,10
24,who went home on rupaul's drag race season 10 episode 4,TMC5,0.582700991707424,0.7195255713165428,10
24,who went home on rupaul's drag race season 10 episode 4,BetaShap (U)5,0.4717016052856516,0.4878139466552833,10
24,who went home on rupaul's drag race season 10 episode 4,TMC10,0.7116761169371923,0.8475767323135548,10
24,who went home on rupaul's drag race season 10 episode 4,BetaShap (U)10,0.5695219269175682,0.6158651076522952,10
