Question_Index,Query,Method,Pearson,Spearman,Num_Items
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,WSS64,0.9786792589598893,0.7841981513472833,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,ContextCite100,0.9852280228941656,0.8328305948416885,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,WSS100,0.9850151039007223,0.8328305948416885,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,TMC32,0.9896155570645033,0.9848069807617046,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,BetaShap (U)32,0.854760255626041,0.8632258720256917,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,TMC64,0.9949269814443825,0.960490759014502,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,BetaShap (U)64,0.9057612868848048,0.960490759014502,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,TMC100,0.9965660678430459,0.9969650916353059,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,BetaShap (U)100,0.931341034823502,0.9422535927041001,10
4,Professional racing driver Stéphane Richelmi was born in which Principality of Monaco? ,LOO,0.9698302408816359,0.8414634146341463,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,ContextCite32,0.9831379441035352,0.686933264358473,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,WSS32,0.982967577575586,0.686933264358473,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,ContextCite64,0.9944502682545108,0.9422535927041001,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,WSS64,0.9931635827386919,0.9422535927041001,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,ContextCite100,0.9959278678490688,0.9483326481409007,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,WSS100,0.9956509846365719,0.9483326481409007,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,TMC32,0.9917007372982988,0.8632258720256917,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,BetaShap (U)32,0.9318069628372684,0.8449887057152897,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,TMC64,0.995701193435719,0.9057792600832962,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,BetaShap (U)64,0.9553357382246169,0.790277206784084,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,TMC100,0.9968408974288214,0.8875420937728943,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,BetaShap (U)100,0.9568006409234635,0.790277206784084,10
5,How many burial grounds does the cemetery the John Watts sculpture is installed in consist of?,LOO,0.9772038700874989,0.07317073170731708,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",ContextCite32,0.9663965410778204,0.7598819296000807,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",WSS32,0.9668862996414591,0.7598819296000807,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",ContextCite64,0.988874386414047,0.7538028741632801,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",WSS64,0.9876101149741495,0.705170430668875,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",ContextCite100,0.993626691747964,0.7841981513472833,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",WSS100,0.9927949459272337,0.7477238187264794,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",TMC32,0.9937557038095827,0.9118583155200968,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",BetaShap (U)32,0.9166843586998478,0.8449887057152897,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",TMC64,0.9968934018047761,0.9483326481409007,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",BetaShap (U)64,0.9453845656193555,0.8753839828992931,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",TMC100,0.99893352025449,0.9240164263936982,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",BetaShap (U)100,0.9707393686996971,0.9179373709568976,10
6,"The song ""2 Wicky"" was in what movie based on a book by Lois Duncan?",LOO,0.9700989805554658,0.5853658536585367,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,ContextCite32,0.9238460062381535,0.8875420937728943,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,WSS32,0.9238954507872452,0.8875420937728943,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,ContextCite64,0.9888270059026769,0.8510677611520904,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,WSS64,0.9865966641129434,0.8510677611520904,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,ContextCite100,0.99381285777691,0.8693049274624923,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,WSS100,0.9925860865085455,0.8753839828992931,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,TMC32,0.9982372560552033,0.9240164263936982,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,BetaShap (U)32,0.9104994807369252,0.7781190959104828,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,TMC64,0.9934857076142616,0.8997002046464956,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,BetaShap (U)64,0.9336832694453966,0.8024353176576853,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,TMC100,0.9988618759485347,0.9300954818304988,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,BetaShap (U)100,0.9668167604752385,0.8145934285312865,10
7,What former member of the Democratic Party was at the grand opening event of SkyJump Law Vegas?,LOO,0.874804629399315,0.3536585365853659,10
8,"What is the county seat of the county where Vesta, Indiana is located?",ContextCite32,0.6382097653477994,0.4559291577600484,10
8,"What is the county seat of the county where Vesta, Indiana is located?",WSS32,0.6357556677652039,0.4559291577600484,10
8,"What is the county seat of the county where Vesta, Indiana is located?",ContextCite64,0.6800517361402866,0.3890595479552414,10
8,"What is the county seat of the county where Vesta, Indiana is located?",WSS64,0.6877960267742163,0.43161293601284584,10
8,"What is the county seat of the county where Vesta, Indiana is located?",ContextCite100,0.8441395076056544,0.5592731001856595,10
8,"What is the county seat of the county where Vesta, Indiana is located?",WSS100,0.8427162470116834,0.6139845991168652,10
8,"What is the county seat of the county where Vesta, Indiana is located?",TMC32,0.7547070816045445,0.6322217654272672,10
8,"What is the county seat of the county where Vesta, Indiana is located?",BetaShap (U)32,0.37579735190160024,0.44377104688644714,10
8,"What is the county seat of the county where Vesta, Indiana is located?",TMC64,0.8430620709917898,0.7477238187264794,10
8,"What is the county seat of the county where Vesta, Indiana is located?",BetaShap (U)64,0.5829727931522757,0.6200636545536659,10
8,"What is the county seat of the county where Vesta, Indiana is located?",TMC100,0.8738515063141423,0.790277206784084,10
8,"What is the county seat of the county where Vesta, Indiana is located?",BetaShap (U)100,0.667071124359811,0.6139845991168652,10
8,"What is the county seat of the county where Vesta, Indiana is located?",LOO,0.5650025565643214,0.1951219512195122,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",ContextCite32,0.48886415278739903,0.4498501023232478,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",WSS32,0.48902070323093677,0.4498501023232478,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",ContextCite64,0.4084845656120179,0.18237166310401937,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",WSS64,0.39313916955000083,0.13373921960961418,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",ContextCite100,0.5767602241055623,0.601826488243264,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",WSS100,0.5727259613846089,0.601826488243264,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",TMC32,0.8124807830173978,0.7234075969792768,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",BetaShap (U)32,0.5262751314387122,0.5045616012544536,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",TMC64,0.8959792397194548,0.790277206784084,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",BetaShap (U)64,0.6776901774493951,0.6990913752320743,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",TMC100,0.9462464385280962,0.8632258720256917,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",BetaShap (U)100,0.7039701054219281,0.6747751534848716,10
9,"Who was the featured singer in Katy Perry's song ""E.T.""?",LOO,0.7468257549949961,0.6097560975609757,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,ContextCite32,0.9925463090976289,0.4498501023232478,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,WSS32,0.9925119476814739,0.5531940447488588,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,ContextCite64,0.9935402225836573,0.6930123197952737,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,WSS64,0.9930586877475645,0.6930123197952737,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,ContextCite100,0.9962479997556727,0.705170430668875,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,WSS100,0.9958041321965211,0.705170430668875,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,TMC32,0.9952792409899549,0.8814630383360937,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,BetaShap (U)32,0.9775947704178601,0.6930123197952737,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,TMC64,0.9978293973767877,0.9240164263936982,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,BetaShap (U)64,0.9863925040929515,0.8997002046464956,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,TMC100,0.9978596817680118,0.9361745372672995,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,BetaShap (U)100,0.9884363519778916,0.8997002046464956,10
10,Who owns the company that Lindsay Frimodt did a fashion show with in 2002 and 2003?,LOO,0.9942753694065193,0.34146341463414637,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,ContextCite32,0.9870087521640606,0.8145934285312865,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,WSS32,0.986987124585024,0.8145934285312865,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,ContextCite64,0.9951519999122221,0.9240164263936982,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,WSS64,0.9950562330378827,0.9240164263936982,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,ContextCite100,0.996844815739379,0.8875420937728943,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,WSS100,0.9967077535308272,0.857146816588891,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,TMC32,0.9857990923806463,0.9300954818304988,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,BetaShap (U)32,0.9215566153873598,0.6322217654272672,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,TMC64,0.9951673897460571,0.9483326481409007,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,BetaShap (U)64,0.9282930315605702,0.6808542089216723,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,TMC100,0.9982462547590196,0.9665698144513026,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,BetaShap (U)100,0.9727189150685405,0.8389096502784892,10
11,How many languages does the Dutch Caribbean-born professional baseball player speak who is noted for having hit a home run in the Major Leagues?,LOO,0.9579700320140958,0.13414634146341464,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",ContextCite32,0.6661116629229008,0.7416447632896789,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",WSS32,0.6646150814376021,0.7416447632896789,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",ContextCite64,0.9163203202198265,0.9544117035777013,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",WSS64,0.9251855899328016,0.9544117035777013,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",ContextCite100,0.9547022564277301,0.8936211492096949,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",WSS100,0.9492931853067372,0.8814630383360937,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",TMC32,0.9069828266111201,0.8875420937728943,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",BetaShap (U)32,0.38910793026553403,0.4559291577600484,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",TMC64,0.9378674503908568,0.9118583155200968,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",BetaShap (U)64,0.42261824929091607,0.4255338805760452,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",TMC100,0.9259954983411726,0.9483326481409007,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",BetaShap (U)100,0.4288509844781451,0.5410359338752574,10
12,"American singer-songwriter Taylor Swift's career began with a record deal with Big Machine Records in 2005 and the release of her eponymous debut album the following year, all of its singles, including which song that was co-written by Swift and Liz Rose, and produced by Nathan Chapman, and was released on February 3, 2008 by Big Machine Records as the fourth single from Swift's eponymous studio album, ""Taylor Swift"" (2006)?",LOO,0.7647680970756526,0.6341463414634146,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,ContextCite32,0.8446742738781782,0.4194548251392446,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,WSS32,0.8448861325159231,0.46808726863364974,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,ContextCite64,0.8505275672439748,0.3282689935872349,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,WSS64,0.8589948704043137,0.3282689935872349,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,ContextCite100,0.8999345391606087,0.395138603392042,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,WSS100,0.9005666833157451,0.40729671426564323,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,TMC32,0.9502572987850789,0.8693049274624923,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,BetaShap (U)32,0.7246143974393511,0.8389096502784892,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,TMC64,0.954378872798292,0.8024353176576853,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,BetaShap (U)64,0.8314631323250821,0.8328305948416885,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,TMC100,0.9676999183645538,0.9118583155200968,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,BetaShap (U)100,0.9144652430851045,0.8389096502784892,10
13,In what war did Werner Schröer and Hans-Joachim Marseille fly?,LOO,0.7765841901342844,0.10975609756097562,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,ContextCite32,0.25422480848451146,0.2127669402880226,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,WSS32,0.2565002031369732,0.26747843921922837,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,ContextCite64,0.6555896650203307,0.5835893219328621,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,WSS64,0.6239701524924004,0.49848254581765294,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,ContextCite100,0.7405153274343591,0.5775102664960614,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,WSS100,0.7071327485529544,0.5775102664960614,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,TMC32,0.9557703184710267,0.9665698144513026,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,BetaShap (U)32,0.7530493416670386,0.7234075969792768,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,TMC64,0.9837490173686323,0.978727925324904,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,BetaShap (U)64,0.7911071171382742,0.7477238187264794,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,TMC100,0.9807775237383777,0.9969650916353059,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,BetaShap (U)100,0.8017986260913904,0.7720400404736821,10
14,Are the bands Hole and Cage9 both American alternative rock bands?,LOO,0.7735584633536535,0.6463414634146342,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,ContextCite32,0.8405343039428722,0.7963562622208846,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,WSS32,0.8384452284293324,0.7963562622208846,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,ContextCite64,0.9876677462374445,0.8997002046464956,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,WSS64,0.9844104093720227,0.8875420937728943,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,ContextCite100,0.9835866457915783,0.960490759014502,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,WSS100,0.9845001104446156,0.8875420937728943,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,TMC32,0.9825536010226648,0.8936211492096949,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,BetaShap (U)32,0.7876289089709918,0.5288778230016562,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,TMC64,0.9812606272387157,0.9240164263936982,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,BetaShap (U)64,0.8850113757581882,0.7659609850368815,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,TMC100,0.9935710462474172,0.9057792600832962,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,BetaShap (U)100,0.9218979454034993,0.8024353176576853,10
15,When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,LOO,0.7615195461733623,0.3536585365853659,10
16,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,ContextCite32,0.9911963776471954,0.6079055436800646,10
16,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,WSS32,0.9912088750503611,0.6079055436800646,10
16,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,ContextCite64,0.9977511835207545,0.857146816588891,10
16,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,WSS64,0.997682709465642,0.857146816588891,10
16,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,ContextCite100,0.9974377816239628,0.8267515394048879,10
