Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Num_Items
2,"What material is used to craft the 'Sunstone Amulet', the symbol of Xylotian leadership?",BetaShap (U)100,0.6402990028517311,0.5878787878787878,0.7154464571051464,0.4222222222222222,10
2,"What material is used to craft the 'Sunstone Amulet', the symbol of Xylotian leadership?",TMC100,0.9873690134636222,0.9515151515151514,1.0,0.8666666666666666,10
2,"What material is used to craft the 'Sunstone Amulet', the symbol of Xylotian leadership?",LOO,0.9558748332271814,0.5030303030303029,0.9112170458364496,0.3333333333333333,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",ContextCite32,0.9829378612213955,0.8787878787878788,1.0,0.7777777777777777,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",WSS32,0.9951207018298938,0.35757575757575755,0.9837373254145179,0.15555555555555553,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",BetaShap (U)32,0.9271367160149528,0.09090909090909088,0.9361294725451621,0.06666666666666667,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",TMC32,0.9868852971244446,0.16363636363636364,0.9418894730771216,0.15555555555555553,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",ContextCite64,0.9883630250804384,0.9878787878787878,1.0,0.9555555555555554,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",WSS64,0.9929819768960031,0.8787878787878788,0.9887969594896577,0.7777777777777777,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",BetaShap (U)64,0.9219415763633436,0.7212121212121211,0.9894973259464773,0.6444444444444444,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",TMC64,0.9991216983102938,0.9878787878787878,1.0,0.9555555555555554,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",ContextCite100,0.9955705109223099,0.9878787878787878,0.9894973259464773,0.9555555555555554,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",WSS100,0.9978470688895285,0.9878787878787878,1.0,0.9555555555555554,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",BetaShap (U)100,0.9516367880119588,0.8060606060606059,0.9854991221987293,0.6888888888888888,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",TMC100,0.9991194527631508,0.9757575757575757,1.0,0.911111111111111,10
3,"What is the primary function of the 'Aetheric Damper', a device used in Xylotian meditation chambers?",LOO,0.9723645223766337,0.13939393939393938,0.9667265515766317,0.06666666666666667,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,ContextCite32,0.7512622772251487,0.709090909090909,0.9105796995845737,0.5111111111111111,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,WSS32,0.8705345420768014,0.9515151515151514,0.978199302416428,0.8666666666666666,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,BetaShap (U)32,0.21367010061069344,0.43030303030303024,0.6802700189178013,0.3333333333333333,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,TMC32,0.7308242587633869,0.6848484848484848,1.0,0.5555555555555555,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,ContextCite64,0.862068574457618,0.8303030303030302,0.9464127325989263,0.6888888888888888,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,WSS64,0.6982560732539985,0.6121212121212121,0.9104396444446804,0.4222222222222222,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,BetaShap (U)64,0.21044439432608636,0.309090909090909,0.4021279762477311,0.19999999999999998,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,TMC64,0.8272770383675695,0.9151515151515152,0.9987512929208509,0.7777777777777777,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,ContextCite100,0.9447877487861994,0.9151515151515152,0.9464127325989263,0.8222222222222221,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,WSS100,0.9139512950814909,0.9393939393939393,0.9987512929208509,0.8222222222222221,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,BetaShap (U)100,-0.03690809681188506,0.09090909090909088,0.32186465993359514,0.06666666666666667,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,TMC100,0.772313116892748,0.7575757575757575,0.9987512929208509,0.6,10
4,What is the name of the guardian entity of the 'Forbidden Archives' on Xylos?,LOO,0.6518214947595997,0.6,0.7356312526077585,0.5111111111111111,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",ContextCite32,0.9822250550828554,0.709090909090909,1.0,0.6,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",WSS32,0.9801675415154822,0.6,1.0,0.4666666666666666,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",BetaShap (U)32,0.838814535521725,0.6848484848484848,0.9313683532972171,0.5111111111111111,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",TMC32,0.9633067608985981,0.8303030303030302,0.9313683532972171,0.6888888888888888,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",ContextCite64,0.997625558885023,0.8666666666666665,1.0,0.7777777777777777,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",WSS64,0.9886253900623146,0.5272727272727272,1.0,0.4222222222222222,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",BetaShap (U)64,0.8551763025628567,0.6848484848484848,0.91569778468238,0.5111111111111111,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",TMC64,0.9854069709676642,0.9272727272727272,0.9981762783002913,0.7777777777777777,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",ContextCite100,0.9988482258916148,0.9515151515151514,1.0,0.8666666666666666,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",WSS100,0.9952173123770774,0.5393939393939393,1.0,0.37777777777777777,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",BetaShap (U)100,0.9008131146085525,0.5393939393939393,0.9313683532972171,0.37777777777777777,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",TMC100,0.9890066506071211,0.9272727272727272,1.0,0.8222222222222221,10
5,"What is the unique defensive capability of the 'Shadow Striders', Xylos's elite stealth operatives?",LOO,0.9799314728414122,0.6484848484848483,0.9401565794352289,0.6,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",ContextCite32,0.8433167938384873,0.6727272727272726,0.9880898369701235,0.5111111111111111,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",WSS32,0.961103391792103,0.5878787878787878,0.9880898369701235,0.4222222222222222,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",BetaShap (U)32,0.7307471739552025,0.7818181818181817,0.765939729377033,0.6,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",TMC32,0.7744884665269028,0.8424242424242423,0.9730543363983185,0.6888888888888888,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",ContextCite64,0.9505602327486888,0.6969696969696969,0.9880898369701235,0.5111111111111111,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",WSS64,0.9802580963456436,0.5272727272727272,0.9880898369701235,0.3333333333333333,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",BetaShap (U)64,0.9902016749770555,0.7696969696969697,0.9880898369701235,0.6,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",TMC64,0.9441110507289969,0.8909090909090909,0.9730543363983185,0.7777777777777777,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",ContextCite100,0.9470428758857392,0.8060606060606059,1.0000000000000002,0.6888888888888888,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",WSS100,0.9826548602867053,0.5878787878787878,1.0000000000000002,0.4666666666666666,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",BetaShap (U)100,0.9885839826988394,0.8424242424242423,0.9880898369701235,0.6888888888888888,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",TMC100,0.95892164529446,0.9393939393939393,0.9730543363983185,0.8222222222222221,10
6,"What rare mineral is required to power the 'Time-Lens', a Xylotian artifact for viewing past events?",LOO,0.2448438022735659,0.07878787878787878,0.6158021256029449,0.06666666666666667,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,ContextCite32,0.7328656665361916,0.6,0.8389439836948929,0.4222222222222222,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,WSS32,0.6781784408365972,0.4787878787878787,0.6999818894283023,0.28888888888888886,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,BetaShap (U)32,0.1950701610742464,0.22424242424242422,0.062464078831304094,0.19999999999999998,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,TMC32,0.566693292682732,0.5151515151515151,0.7886569129795411,0.37777777777777777,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,ContextCite64,0.9507986011231297,0.6121212121212121,1.0,0.4222222222222222,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,WSS64,0.8915994867685536,0.5272727272727272,0.8442501233105755,0.3333333333333333,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,BetaShap (U)64,0.35818609394006484,0.43030303030303024,0.30981034163360005,0.37777777777777777,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,TMC64,0.7779262631426511,0.6727272727272726,0.9358620707231329,0.6,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,ContextCite100,0.9630519266031359,0.7575757575757575,1.0,0.5555555555555555,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,WSS100,0.9730209194087567,0.8303030303030302,1.0,0.6888888888888888,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,BetaShap (U)100,0.39777303057012037,0.3696969696969697,0.36963799166656486,0.3333333333333333,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,TMC100,0.7310154489537012,0.7212121212121211,0.8158133174472387,0.6,10
7,What is the designated name of the bio-luminescent flora that illuminates the 'Path of Ancients' on Xylos?,LOO,0.8400582607453017,0.43030303030303024,0.7608836000735101,0.37777777777777777,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",ContextCite32,0.983546375252646,0.7818181818181817,0.9991119962210523,0.6444444444444444,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",WSS32,0.9842346378273847,0.8787878787878788,1.0,0.7333333333333333,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",BetaShap (U)32,0.499959097229406,0.5878787878787878,0.981774072985129,0.4666666666666666,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",TMC32,0.9219104945895871,0.5151515151515151,0.981774072985129,0.4666666666666666,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",ContextCite64,0.993995881308091,0.9515151515151514,1.0,0.8666666666666666,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",WSS64,0.9677156406508316,0.7696969696969697,1.0,0.6444444444444444,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",BetaShap (U)64,0.5963149068923199,0.7212121212121211,0.981774072985129,0.6,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",TMC64,0.9704647263710321,0.709090909090909,0.981774072985129,0.5555555555555555,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",ContextCite100,0.9978254643811907,0.9515151515151514,1.0,0.8666666666666666,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",WSS100,0.9937502619032291,0.9151515151515152,0.9991119962210523,0.7777777777777777,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",BetaShap (U)100,0.6479826713508581,0.34545454545454546,0.9991119962210523,0.19999999999999998,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",TMC100,0.9814259974919172,0.709090909090909,0.9991119962210523,0.5111111111111111,10
8,"What specific skill must a Xylotian possess to pilot the 'Thought-Helixes', Xylos's advanced psychic interface craft?",LOO,0.9839553662571543,0.8181818181818182,0.9828946089959731,0.6444444444444444,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",ContextCite32,0.934155623710023,0.406060606060606,0.9722968131626872,0.3333333333333333,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",WSS32,0.9619454084927188,0.33333333333333326,0.9732968639611447,0.28888888888888886,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",BetaShap (U)32,0.9169587596921156,0.7212121212121211,0.9722968131626872,0.6444444444444444,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",TMC32,0.9534225867333228,0.6848484848484848,0.9722968131626872,0.5555555555555555,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",ContextCite64,0.9828023297524018,0.6969696969696969,1.0,0.6,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",WSS64,0.9866729382458712,0.5757575757575757,0.9732968639611447,0.4222222222222222,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",BetaShap (U)64,0.8668430518919406,0.6969696969696969,0.8174002424013398,0.5555555555555555,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",TMC64,0.9436512244043072,0.8181818181818182,1.0,0.6888888888888888,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",ContextCite100,0.9884847464580336,0.8303030303030302,0.9732968639611447,0.6888888888888888,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",WSS100,0.9915230296790327,0.8181818181818182,0.9732968639611447,0.6444444444444444,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",BetaShap (U)100,0.91439434048107,0.6484848484848483,0.949462304517298,0.4666666666666666,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",TMC100,0.9533557649006285,0.8545454545454544,1.0,0.7333333333333333,10
9,"What is the ceremonial drink consumed during the Xylotian 'Festival of Stars', their most important annual celebration?",LOO,0.8823404679211904,0.406060606060606,0.7865565463313061,0.28888888888888886,10
